Timestamp,สาขา_x,รายการทดสอบ,Lot_ชุดตรวจ,Lot_IQC-L1,ผล Level 1,สถานะ Level 1,ผล Level 2,สถานะ Level 2,ผล Re-run,สถานะ Re-run,สาเหตุของปัญหา,วิธีการแก้ไขและ Comment,ชื่อผู้ปฏิบัติงาน,Exp_ชุดตรวจ,Lot_IQC-L2,Exp_IQC-L1,Exp_IQC-L2,Timestamp_dt,วัน,เดือน,ปี,สาขา_y,ผู้รับผิดชอบหลัก
"19/6/2026, 8:00:00",เคมีคลินิก,Glucose,,,98.00,,201.00,,,,,,รุ่งนภา,,,,,2026-06-19 08:00:00,2026-06-19,2026-06,2026,เคมีคลินิก,แอดมิน
