ผู้รับผิดชอบหลัก,สาขา,รายการทดสอบ,Lot_ชุดตรวจ,Exp_ชุดตรวจ,Lot_IQC_L1,Lot_IQC_L2,Exp_IQC_L1,Exp_IQC_L2
แอดมิน,เคมีคลินิก,BGM STRIP,wkfiv234,23/12/2027,23,24,24/3/2028,24/3/2028
